Modern Venus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sup conj,,,,greatest elong (east),,,,first station,,,,inf conj,,,,second station,,,,greatest elong(west),,,,Sup conj,greatest elong (east),first station,inf conj,second station,greatest elong(west),Sup conj,,,,greatest elong (east),,,,first station,,,,inf conj,,,,second station,,,,greatest elong (west),,,,,greatest elongations,,,Sup conj,greatest elong (east),first station,inf conj,second station,greatest elong(west),Sup conj,,,,greatest elong (east),,,,first station,,,,inf conj,,,,second station,,,,greatest elong (west),,,,,greatest elong(west),Sup conj,greatest elong (east),first station,inf conj,second station,greatest elong(west),Sup conj,,,,greatest elong (east),,,,first station,,,,inf conj,,,,second station,,,,greatest elong (west),,,,,,,,,
366,7,20,13.28522,367,2,24,10.62287,367,4,14,11.897,367,5,6,12.62329,367,5,27,12.96901,367,7,19,15.44339,1854939.97045,1855158.85952,1855207.91261,1855229.94287,1855250.95727,1855304.06037,118.45194,118.45194,117.09276,118.45194,22.13857,334.19925,336.15303,334.19925,52.91571,22.54827,24.09254,22.54827,44.26233,44.26233,45.24586,44.26233,36.34968,64.97511,65.30149,64.97511,70.32312,117.31601,115.98748,117.31601,,47.93932000000001,-46.99289,,1854939.97045,1855158.85952,1855207.91261,1855229.94287,1855250.95727,1855304.06037,118.45194,118.45194,117.09276,118.45194,22.13857,334.19925,336.15303,334.19925,52.91571,22.54827,24.09254,22.54827,44.26233,44.26233,45.24586,44.26233,36.34968,64.97511,65.30149,64.97511,70.32312,117.31601,115.98748,117.31601,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.316653558612214e-05,-2.4416603311899765e-05,-2.566667103767739e-05,-2.3583302438262566e-05,-1.8583264365795715e-05,-1.941679807007657e-05
368,2,18,4.9563,368,10,2,3.21841,368,11,19,22.3816,368,12,10,14.24304,368,12,30,19.18159,369,2,18,1.4914,1855517.62341,1855744.551,1855793.34946,1855814.01036,1855834.21613,1855883.47904,327.81373,327.81373,329.7179,327.81373,236.6735,191.48419,189.68061,191.48419,267.76446,239.58224,239.03441,239.58224,259.94658,259.94658,260.11607,259.94658,252.40882,279.86234,280.71053,279.86234,283.83455,328.41816,330.32766,328.41816,,45.18930999999998,-44.58361000000002,,1855517.62341,1855744.551,1855793.34946,1855814.01036,1855834.21613,1855883.47904,327.81373,327.81373,329.7179,327.81373,236.6735,191.48419,189.68061,191.48419,267.76446,239.58224,239.03441,239.58224,259.94658,259.94658,260.11607,259.94658,252.40882,279.86234,280.71053,279.86234,283.83455,328.41816,330.32766,328.41816,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.149993383884774e-05,-2.3583302438262566e-05,-1.733319664001809e-05,-2.4000069290402992e-05,-2.1083399817350967e-05,-2.233323471248494e-05
369,9,30,2.72516,370,5,1,14.54521,370,6,23,5.12735,370,7,13,21.4986,370,8,5,4.81156,370,9,23,0.91941,1856107.53045,1856321.02295,1856373.63054,1856394.31267,1856416.61738,1856465.45521,189.25371,189.25372,187.41747,189.25372,85.98668,39.68192,40.8073,39.68192,119.54814,91.53442,90.97753,91.53442,111.9197,111.9197,110.7425,111.9197,103.21175,133.90426,132.21331,133.90426,133.70616,182.04111,180.11892,182.04111,,46.30476000000001,-48.33494999999999,,1856107.53045,1856321.02295,1856373.63054,1856394.31267,1856416.61738,1856465.45521,189.25371,189.25372,187.41747,189.25372,85.98668,39.68192,40.8073,39.68192,119.54814,91.53442,90.97753,91.53442,111.9197,111.9197,110.7425,111.9197,103.21175,133.90426,132.21331,133.90426,133.70616,182.04111,180.11892,182.04111,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.566667103767739e-05,-2.3583302438262566e-05,-2.4416603311899765e-05,-1.8999798387292488e-05,-2.233323471248494e-05,-2.5250137016180618e-05
371,5,3,4.19385,371,12,17,10.73838,372,2,1,10.13174,372,2,23,16.7309,372,3,14,10.50225,372,5,6,15.79342,1856687.59164,1856915.86433,1856961.83905,1856984.11402,1857003.85449,1857057.07496,40.98917,40.98918,42.0803,40.98918,313.49712,265.98542,266.36411,265.98542,342.24379,311.30026,312.97326,311.30026,333.2555,333.25551,335.20997,333.25551,325.95719,352.71264,354.67384,352.71264,0.33335,45.16922,46.13774,45.16922,,47.51170000000002,-44.83587,,1856687.59164,1856915.86433,1856961.83905,1856984.11402,1857003.85449,1857057.07496,40.98917,40.98918,42.0803,40.98918,313.49712,265.98542,266.36411,265.98542,342.24379,311.30026,312.97326,311.30026,333.2555,333.25551,335.20997,333.25551,325.95719,352.71264,354.67384,352.71264,0.33335,45.16922,46.13774,45.16922,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0250098943713768e-05,-2.149993383884774e-05,-1.8166730344298943e-05,-2.316653558612214e-05,-2.0250098943713768e-05,-2.483337016404019e-05
372,12,7,11.99835,373,7,12,10.41642,373,9,3,15.33328,373,9,23,6.55078,373,10,15,8.89412,373,11,30,4.56854,1857271.91683,1857488.85092,1857542.05578,1857561.68985,1857583.78749,1857629.60725,256.92743,256.92743,256.98531,256.92743,155.4178,110.74781,109.60829,110.74781,189.55975,163.18902,161.20074,163.18902,182.54126,182.54127,180.6273,182.54127,173.94187,204.32174,202.75673,204.32174,202.49999,249.48385,249.27893,249.48385,,44.66999,-46.98385999999999,,1857271.91683,1857488.85092,1857542.05578,1857561.68985,1857583.78749,1857629.60725,256.92743,256.92743,256.98531,256.92743,155.4178,110.74781,109.60829,110.74781,189.55975,163.18902,161.20074,163.18902,182.54126,182.54127,180.6273,182.54127,173.94187,204.32174,202.75673,204.32174,202.49999,249.48385,249.27893,249.48385,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2750001564625366e-05,-2.6500204741958244e-05,-1.7333429470661743e-05,-2.483337016404019e-05,-2.566667103767739e-05,-1.816649751365529e-05
374,7,18,1.29272,375,2,22,7.45203,375,4,12,4.08388,375,5,4,6.37701,375,5,25,5.0487,375,7,17,8.68346,1857859.47076,1858078.7274,1858127.58706,1858149.68261,1858170.62726,1858223.77871,116.04808,116.04808,114.76062,116.04808,20.12969,332.15768,334.10111,332.15768,50.77719,20.31605,21.91423,20.31605,42.09445,42.09445,43.1531,42.09445,34.21535,62.73849,63.15278,62.73849,68.21664,115.12704,113.86503,115.12704,,47.972009999999955,-46.910399999999996,,1857859.47076,1858078.7274,1858127.58706,1858149.68261,1858170.62726,1858223.77871,116.04808,116.04808,114.76062,116.04808,20.12969,332.15768,334.10111,332.15768,50.77719,20.31605,21.91423,20.31605,42.09445,42.09445,43.1531,42.09445,34.21535,62.73849,63.15278,62.73849,68.21664,115.12704,113.86503,115.12704,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.066663296521054e-05,-2.2750001564625366e-05,-2.2333467543128593e-05,-2.5249904185536964e-05,-2.149993383884774e-05,-2.316653558612214e-05
376,2,15,19.69336,376,9,29,9.6032,376,11,17,10.38628,376,12,8,1.0882,376,12,28,6.66204,377,2,15,10.49233,1858437.23745,1858663.81703,1858712.84966,1858733.46224,1858753.69448,1858802.85408,325.52197,325.52197,327.40335,325.52197,233.96674,188.8494,187.0043,188.8494,265.26203,237.17826,236.54124,237.17826,257.49498,257.49498,257.57054,257.49498,249.92201,277.43683,278.19772,277.43683,281.2585,325.89083,327.77128,325.89083,,45.117339999999984,-44.63232999999997,,1858437.23745,1858663.81703,1858712.84966,1858733.46224,1858753.69448,1858802.85408,325.52197,325.52197,327.40335,325.52197,233.96674,188.8494,187.0043,188.8494,265.26203,237.17826,236.54124,237.17826,257.49498,257.49498,257.57054,257.49498,249.92201,277.43683,278.19772,277.43683,281.2585,325.89083,327.77128,325.89083,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.733319664001809e-05,-2.066663296521054e-05,-2.2333467543128593e-05,-2.2333467543128593e-05,-1.9000031217936142e-05,-2.3583302438262566e-05
377,9,27,19.42365,378,4,29,8.58241,378,6,20,21.4081,378,7,11,14.27161,378,8,2,21.29982,378,9,20,21.92757,1859027.22622,1859240.7745,1859293.3089,1859314.01155,1859336.30439,1859385.33055,187.0425,187.04251,185.17609,187.04251,83.89705,37.52569,38.71099,37.52569,117.37619,89.30605,88.82391,89.30605,109.71154,109.71155,108.59568,109.71155,101.0212,131.68442,130.03568,131.68442,131.67993,180.00689,178.06619,180.00689,,46.371359999999996,-48.326959999999985,,1859027.22622,1859240.7745,1859293.3089,1859314.01155,1859336.30439,1859385.33055,187.0425,187.04251,185.17609,187.04251,83.89705,37.52569,38.71099,37.52569,117.37619,89.30605,88.82391,89.30605,109.71154,109.71155,108.59568,109.71155,101.0212,131.68442,130.03568,131.68442,131.67993,180.00689,178.06619,180.00689,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5250137016180618e-05,-2.3583302438262566e-05,-1.983333209157334e-05,-2.3583302438262566e-05,-2.149993383884774e-05,-2.5250137016180618e-05
379,4,30,16.01807,379,12,15,1.57537,380,1,30,2.06196,380,2,21,7.1933,380,3,12,1.4005,380,5,4,5.26883,1859607.08432,1859835.48254,1859881.50281,1859903.71662,1859923.47525,1859976.63643,38.57779,38.57779,39.73102,38.57779,311.13934,263.69776,263.98621,263.69776,339.92016,309.0575,310.67423,309.0575,330.95246,330.95247,332.87722,330.95247,323.66028,350.4275,352.38929,350.4275,358.03272,42.82565,43.85891,42.82565,,47.44157999999999,-44.79293000000001,,1859607.08432,1859835.48254,1859881.50281,1859903.71662,1859923.47525,1859976.63643,38.57779,38.57779,39.73102,38.57779,311.13934,263.69776,263.98621,263.69776,339.92016,309.0575,310.67423,309.0575,330.95246,330.95247,332.87722,330.95247,323.66028,350.4275,352.38929,350.4275,358.03272,42.82565,43.85891,42.82565,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4416603311899765e-05,-2.3583302438262566e-05,-1.9000031217936142e-05,-2.3166768416765793e-05,-1.983333209157334e-05,-1.9416565239432915e-05
380,12,5,6.25854,381,7,9,21.88079,381,9,1,3.54764,381,9,20,19.46301,381,10,12,22.75645,381,11,27,18.13812,1860191.67767,1860408.3286,1860461.56472,1860481.22786,1860503.36508,1860549.17265,254.78036,254.78036,254.75354,254.78036,153.01309,108.32165,107.24428,108.32165,187.18609,160.79366,158.80161,160.79366,180.17457,180.17457,178.2306,180.17457,171.54588,201.99406,200.37017,201.99406,200.06458,247.14414,246.84641,247.14414,,44.69144,-47.07955999999999,,1860191.67767,1860408.3286,1860461.56472,1860481.22786,1860503.36508,1860549.17265,254.78036,254.78036,254.75354,254.78036,153.01309,108.32165,107.24428,108.32165,187.18609,160.79366,158.80161,160.79366,180.17457,180.17457,178.2306,180.17457,171.54588,201.99406,200.37017,201.99406,200.06458,247.14414,246.84641,247.14414,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.149993383884774e-05,-2.4416603311899765e-05,-2.566667103767739e-05,-2.5249904185536964e-05,-1.8583264365795715e-05,-1.9000031217936142e-05
382,7,15,14.50745,383,2,20,3.20007,383,4,9,20.32073,383,5,1,23.92804,383,5,22,20.84328,383,7,15,1.71199,1860779.02138,1860998.55023,1861047.2636,1861069.4139,1861090.28537,1861143.48823,113.6938,113.6938,112.46469,113.6938,18.06528,330.07172,331.99385,330.07172,48.6267,18.08589,19.72503,18.08589,39.91825,39.91826,41.03711,39.91826,32.06192,60.49016,60.97518,60.49016,66.08539,112.92939,111.72109,112.92939,,47.99356,-46.843999999999994,,1860779.02138,1860998.55023,1861047.2636,1861069.4139,1861090.28537,1861143.48823,113.6938,113.6938,112.46469,113.6938,18.06528,330.07172,331.99385,330.07172,48.6267,18.08589,19.72503,18.08589,39.91825,39.91826,41.03711,39.91826,32.06192,60.49016,60.97518,60.49016,66.08539,112.92939,111.72109,112.92939,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.6916738763455017e-05,-1.7749963492158516e-05,-2.6916505932811363e-05,-2.2333467543128593e-05,-2.399983645975934e-05,-2.1083399817350967e-05
384,2,13,11.29816,384,9,26,15.25505,384,11,14,22.80382,384,12,5,11.88611,384,12,25,18.67493,385,2,12,20.18119,1861356.88765,1861583.05253,1861632.36706,1861652.91215,1861673.19502,1861722.25778,323.26585,323.26585,325.11621,323.26585,231.2337,186.18453,184.29884,186.18453,262.76228,234.79124,234.06636,234.79124,255.04144,255.04145,255.0198,255.04145,247.43085,275.03319,275.7033,275.03319,278.70599,323.39175,325.23933,323.39175,,45.049170000000004,-44.685760000000016,,1861356.88765,1861583.05253,1861632.36706,1861652.91215,1861673.19502,1861722.25778,323.26585,323.26585,325.11621,323.26585,231.2337,186.18453,184.29884,186.18453,262.76228,234.79124,234.06636,234.79124,255.04144,255.04145,255.0198,255.04145,247.43085,275.03319,275.7033,275.03319,278.70599,323.39175,325.23933,323.39175,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.733319664001809e-05,-2.6916738763455017e-05,-2.483337016404019e-05,-1.9416565239432915e-05,-2.1916700690988167e-05,-2.1083399817350967e-05
385,9,25,12.06464,386,4,27,3.79675,386,6,18,13.55207,386,7,9,7.12134,386,7,31,14.03222,386,9,18,17.94541,1861946.91959,1862160.5751,1862212.98157,1862233.71362,1862256.00157,1862305.16462,184.82894,184.82894,182.93264,184.82894,81.86054,35.41781,36.66585,35.41781,115.20691,87.07208,86.67028,87.07208,107.50656,107.50656,106.45777,107.50656,98.83896,129.47461,127.87361,129.47461,129.61662,177.93201,175.9749,177.93201,,46.44273,-48.31538999999998,,1861946.91959,1862160.5751,1862212.98157,1862233.71362,1862256.00157,1862305.16462,184.82894,184.82894,182.93264,184.82894,81.86054,35.41781,36.66585,35.41781,115.20691,87.07208,86.67028,87.07208,107.50656,107.50656,106.45777,107.50656,98.83896,129.47461,127.87361,129.47461,129.61662,177.93201,175.9749,177.93201,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.066663296521054e-05,-2.6083437889817818e-05,-2.441683614254342e-05,-2.1500166669491394e-05,-1.8166730344298943e-05,-1.8583264365795715e-05
387,4,28,3.06628,387,12,12,17.72658,388,1,27,17.59771,388,2,18,21.72217,388,3,9,16.0899,388,5,1,17.18104,1862526.54466,1862755.15551,1862801.15014,1862823.32199,1862843.08731,1862896.13277,36.13454,36.13454,37.35873,36.13454,308.84511,261.46409,261.67286,261.46409,337.60041,306.79855,308.36697,306.79855,328.65216,328.65216,330.55672,328.65216,321.37328,348.13379,350.10608,348.13379,355.67766,40.41788,41.52717,40.41788,,47.38101999999998,-44.74022000000002,,1862526.54466,1862755.15551,1862801.15014,1862823.32199,1862843.08731,1862896.13277,36.13454,36.13454,37.35873,36.13454,308.84511,261.46409,261.67286,261.46409,337.60041,306.79855,308.36697,306.79855,328.65216,328.65216,330.55672,328.65216,321.37328,348.13379,350.10608,348.13379,355.67766,40.41788,41.52717,40.41788,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.233323471248494e-05,-2.649997191131459e-05,-2.6083437889817818e-05,-2.3583302438262566e-05,-2.1500166669491394e-05,-1.7333429470661743e-05
388,12,2,23.5329,389,7,7,8.76536,389,8,29,15.74252,389,9,18,8.77203,389,10,10,12.31062,389,11,25,9.45986,1863111.39744,1863327.78212,1863381.07284,1863400.7824,1863422.92984,1863468.81106,252.59281,252.59281,252.48751,252.59281,150.60491,105.87168,104.87539,105.87168,184.84199,158.39751,156.42554,158.39751,177.82417,177.82417,175.87251,177.82417,169.17183,199.65373,197.98875,199.65373,197.71606,244.8764,244.50021,244.8764,,44.73322999999999,-47.16033999999999,,1863111.39744,1863327.78212,1863381.07284,1863400.7824,1863422.92984,1863468.81106,252.59281,252.59281,252.48751,252.59281,150.60491,105.87168,104.87539,105.87168,184.84199,158.39751,156.42554,158.39751,177.82417,177.82417,175.87251,177.82417,169.17183,199.65373,197.98875,199.65373,197.71606,244.8764,244.50021,244.8764,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.649997191131459e-05,-2.0666865795854195e-05,-2.566667103767739e-05,-2.2750001564625366e-05,-2.1500166669491394e-05,-2.316653558612214e-05
390,7,13,2.0777,391,2,17,22.15207,391,4,7,12.84522,391,4,29,17.50031,391,5,20,12.44421,391,7,12,19.5423,1863698.50347,1863918.3399,1863966.95212,1863989.14608,1864009.93541,1864063.23116,111.27199,111.27199,110.12168,111.27199,15.97616,327.95307,329.85873,327.95307,46.48463,15.86754,17.55719,15.86754,37.74295,37.74295,38.93263,37.74295,29.91274,58.23389,58.80162,58.23389,64.00044,110.76468,109.62478,110.76468,,48.02308999999997,-46.76424,,1863698.50347,1863918.3399,1863966.95212,1863989.14608,1864009.93541,1864063.23116,111.27199,111.27199,110.12168,111.27199,15.97616,327.95307,329.85873,327.95307,46.48463,15.86754,17.55719,15.86754,37.74295,37.74295,38.93263,37.74295,29.91274,58.23389,58.80162,58.23389,64.00044,110.76468,109.62478,110.76468,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3166768416765793e-05,-2.1083399817350967e-05,-2.649997191131459e-05,-2.441683614254342e-05,-2.5249904185536964e-05,-2.149993383884774e-05
392,2,11,1.97626,392,9,23,21.82909,392,11,12,11.82198,392,12,2,23.00446,392,12,23,7.29131,393,2,10,5.95777,1864276.49924,1864502.32644,1864551.90948,1864572.37542,1864592.7207,1864641.66514,320.97168,320.97168,322.79589,320.97168,228.55748,183.55754,181.64971,183.55754,260.28516,232.4289,231.63588,232.4289,252.60108,252.60109,252.50022,252.60109,244.96412,272.65435,273.25252,272.65435,276.17185,320.89628,322.72054,320.89628,,44.99994000000001,-44.724429999999984,,1864276.49924,1864502.32644,1864551.90948,1864572.37542,1864592.7207,1864641.66514,320.97168,320.97168,322.79589,320.97168,228.55748,183.55754,181.64971,183.55754,260.28516,232.4289,231.63588,232.4289,252.60108,252.60109,252.50022,252.60109,244.96412,272.65435,273.25252,272.65435,276.17185,320.89628,322.72054,320.89628,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.983333209157334e-05,-1.8583264365795715e-05,-2.149993383884774e-05,-2.483337016404019e-05,-1.9416565239432915e-05,-2.3583302438262566e-05
393,9,23,4.05652,394,4,24,22.88795,394,6,16,5.29807,394,7,7,0.1095,394,7,29,6.6815,394,9,16,13.20812,1864866.58592,1865080.37056,1865132.63765,1865153.42146,1865175.69529,1865224.96724,182.58873,182.58873,180.67087,182.58873,79.81993,33.30488,34.61745,33.30488,113.04123,84.82177,84.50218,84.82177,105.30726,105.30727,104.32995,105.30727,96.66583,127.2614,125.71415,127.2614,127.528,175.82613,173.85628,175.82613,,46.51505,-48.29813,,1864866.58592,1865080.37056,1865132.63765,1865153.42146,1865175.69529,1865224.96724,182.58873,182.58873,180.67087,182.58873,79.81993,33.30488,34.61745,33.30488,113.04123,84.82177,84.50218,84.82177,105.30726,105.30727,104.32995,105.30727,96.66583,127.2614,125.71415,127.2614,127.528,175.82613,173.85628,175.82613,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.233323471248494e-05,-1.9416565239432915e-05,-2.1083166986707313e-05,-2.1500166669491394e-05,-1.816649751365529e-05,-2.566667103767739e-05
395,4,25,13.87115,395,12,10,10.70943,396,1,25,8.78349,396,2,16,12.32446,396,3,7,6.38671,396,4,29,4.15706,1865445.99486,1865674.86312,1865720.78288,1865742.93042,1865762.68301,1865815.59011,33.6813,33.6813,34.97975,33.6813,306.57768,259.26458,259.39059,259.26458,335.27912,304.52523,306.04099,304.52523,326.35488,326.35489,328.23867,326.35489,319.0898,345.82397,347.80686,345.82397,353.28428,37.97168,39.15699,37.97168,,47.31309999999996,-44.68739999999997,,1865445.99486,1865674.86312,1865720.78288,1865742.93042,1865762.68301,1865815.59011,33.6813,33.6813,34.97975,33.6813,306.57768,259.26458,259.39059,259.26458,335.27912,304.52523,306.04099,304.52523,326.35488,326.35489,328.23867,326.35489,319.0898,345.82397,347.80686,345.82397,353.28428,37.97168,39.15699,37.97168,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9416565239432915e-05,-1.775019632280217e-05,-2.5250137016180618e-05,-2.483337016404019e-05,-2.1083399817350967e-05,-2.3166768416765793e-05
396,11,30,17.53143,397,7,4,18.92855,397,8,27,4.42386,397,9,15,22.01239,397,10,8,2.11685,397,11,23,1.69128,1866031.14737,1866247.20559,1866300.60123,1866320.33408,1866342.5051,1866388.48737,250.43501,250.43501,250.24456,250.43501,148.16034,103.3921,102.47202,103.3921,182.49576,156.02134,154.06045,156.02134,175.47095,175.47096,173.50036,175.47096,166.78882,197.32376,195.60656,197.32376,195.39681,242.64603,242.18207,242.64603,,44.76823999999999,-47.24922000000001,,1866031.14737,1866247.20559,1866300.60123,1866320.33408,1866342.5051,1866388.48737,250.43501,250.43501,250.24456,250.43501,148.16034,103.3921,102.47202,103.3921,182.49576,156.02134,154.06045,156.02134,175.47095,175.47096,173.50036,175.47096,166.78882,197.32376,195.60656,197.32376,195.39681,242.64603,242.18207,242.64603,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7749963492158516e-05,-2.4416603311899765e-05,-2.649997191131459e-05,-2.1083166986707313e-05,-2.1916700690988167e-05,-2.4000069290402992e-05
398,7,10,14.71729,399,2,15,16.89717,399,4,5,5.88876,399,4,27,10.83344,399,5,18,4.49094,399,7,10,14.4354,1866618.03012,1866838.12095,1866886.66226,1866908.86829,1866929.60402,1866983.01837,108.89411,108.89411,107.81312,108.89411,13.86012,325.82594,327.69579,325.82594,44.3266,13.67053,15.39232,13.67053,35.55782,35.55783,36.80191,35.55783,27.74868,55.99593,56.63298,55.99593,61.95034,108.64362,107.564,108.64362,,48.03417999999999,-46.69328,,1866618.03012,1866838.12095,1866886.66226,1866908.86829,1866929.60402,1866983.01837,108.89411,108.89411,107.81312,108.89411,13.86012,325.82594,327.69579,325.82594,44.3266,13.67053,15.39232,13.67053,35.55782,35.55783,36.80191,35.55783,27.74868,55.99593,56.63298,55.99593,61.95034,108.64362,107.564,108.64362,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3583302438262566e-05,-2.5249904185536964e-05,-1.8999798387292488e-05,-2.066663296521054e-05,-2.149993383884774e-05,-1.9000031217936142e-05
400,2,8,18.42389,400,9,21,5.01981,400,11,10,0.56812,400,11,30,9.44916,400,12,20,20.01823,401,2,7,13.69941,1867196.18456,1867421.62606,1867471.44057,1867491.81061,1867512.25099,1867560.98771,318.75019,318.75019,320.52685,318.75019,225.89065,180.95588,179.01624,180.95588,257.76828,230.0554,229.17096,230.0554,250.13307,250.13307,249.92638,250.13307,242.4619,270.28006,270.78081,270.28006,273.5275,318.31725,320.08984,318.31725,,44.934769999999986,-44.789750000000026,,1867196.18456,1867421.62606,1867471.44057,1867491.81061,1867512.25099,1867560.98771,318.75019,318.75019,320.52685,318.75019,225.89065,180.95588,179.01624,180.95588,257.76828,230.0554,229.17096,230.0554,250.13307,250.13307,249.92638,250.13307,242.4619,270.28006,270.78081,270.28006,273.5275,318.31725,320.08984,318.31725,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.1916700690988167e-05,-2.5249904185536964e-05,-2.2333467543128593e-05,-1.9000031217936142e-05,-2.1083399817350967e-05,-2.5249904185536964e-05
401,9,20,20.99011,402,4,22,17.47697,402,6,13,20.7001,402,7,4,17.01471,402,7,26,22.89497,402,9,14,7.91915,1867786.29149,1868000.14511,1868052.2794,1868073.12584,1868095.37086,1868144.74686,180.3872,180.3872,178.44281,180.3872,77.74197,31.17134,32.52908,31.17134,110.86454,82.55734,82.30665,82.55734,103.10457,103.10457,102.18915,103.10457,94.48476,125.0303,123.52983,125.0303,125.41204,173.6976,171.71306,173.6976,,46.570629999999994,-48.28555999999999,,1867786.29149,1868000.14511,1868052.2794,1868073.12584,1868095.37086,1868144.74686,180.3872,180.3872,178.44281,180.3872,77.74197,31.17134,32.52908,31.17134,110.86454,82.55734,82.30665,82.55734,103.10457,103.10457,102.18915,103.10457,94.48476,125.0303,123.52983,125.0303,125.41204,173.6976,171.71306,173.6976,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.6083205059174164e-05,-2.6916505932811363e-05,-1.9833564922216995e-05,-1.775019632280217e-05,-2.6916505932811363e-05,-1.941679807007657e-05
403,4,23,1.84204,403,12,8,2.77684,404,1,22,23.32363,404,2,14,2.54041,404,3,4,20.02765,404,4,26,13.88121,1868365.49365,1868594.5326,1868640.38872,1868662.52275,1868682.25138,1868734.99528,31.27597,31.27597,32.62991,31.27597,304.2671,257.02748,257.07055,257.02748,332.93657,302.22541,303.68004,302.22541,324.04174,324.04175,325.89308,324.04175,316.78044,343.48722,345.46474,343.48722,350.82417,35.47407,36.72203,35.47407,,47.23962,-44.6499,,1868365.49365,1868594.5326,1868640.38872,1868662.52275,1868682.25138,1868734.99528,31.27597,31.27597,32.62991,31.27597,304.2671,257.02748,257.07055,257.02748,332.93657,302.22541,303.68004,302.22541,324.04174,324.04175,325.89308,324.04175,316.78044,343.48722,345.46474,343.48722,350.82417,35.47407,36.72203,35.47407,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2333467543128593e-05,-2.2333467543128593e-05,-2.6083205059174164e-05,-2.3583302438262566e-05,-1.8583264365795715e-05,-2.0249866113070114e-05
